Instituição(IES),Nome do Curso,Grau,Modalidade,CC,CPC,ENADE,Situação
UESB,PEDAGOGIA,Licenciatura,Presencial,-,2,3,Em Atividade
UESB,PEDAGOGIA,Licenciatura,Presencial,-,3,2,Em Atividade
UESB,PEDAGOGIA,Licenciatura,Presencial,-,3,4,Em Atividade
UESB,PEDAGOGIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESB,ODONTOLOGIA,Bacharelado,Presencial,-,4,4,Em Atividade
UESB,MEDICINA,Bacharelado,Presencial,-,-,-,Em Atividade
UESB,MEDICINA,Bacharelado,Presencial,-,3,4,Em Atividade
UESB,MATEMÁTICA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,MATEMÁTICA,Licenciatura,Presencial,-,3,3,Em Atividade
UESB,MATEMÁTICA,Licenciatura,Presencial,-,SC,2,Em Atividade
UESB,LICENCIATURA INTERCULTURAL INDÍGENA,Licenciatura,Presencial,-,-,-,Em Extinção
UESB,LICENCIATURA INTERCULTURAL INDÍGENA,Licenciatura,Presencial,-,-,2,Em Extinção
UESB,LICENCIATURA INTERCULTURAL INDÍGENA,Licenciatura,Presencial,-,3,3,Em Extinção
UESB,LICENCIATURA INTERCULTURAL INDÍGENA,Licenciatura,Presencial,-,-,-,Extinto
UESB,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,2,1,Em Atividade
UESB,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,3,3,Em Atividade
UESB,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,4,4,Em Atividade
UESB,LETRAS - INGLÊS,Licenciatura,Presencial,-,4,4,Em Atividade
UESB,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Em Extinção
UESB,LETRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,JORNALISMO,Bacharelado,Presencial,-,3,3,Em Atividade
UESB,JORNALISMO,Bacharelado,Presencial,-,-,-,Em Extinção
UESB,INFORMÁTICA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,HISTÓRIA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,HISTÓRIA,Licenciatura,Presencial,-,2,1,Em Atividade
UESB,GEOGRAFIA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,GEOGRAFIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESB,FÍSICA,Licenciatura,A Distância,-,3,3,Em Atividade
UESB,FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,FÍSICA,Licenciatura,Presencial,-,3,2,Em Atividade
UESB,FISIOTERAPIA,Bacharelado,Presencial,-,3,4,Em Atividade
UESB,FILOSOFIA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,FILOSOFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,FARMÁCIA,Bacharelado,Presencial,-,SC,SC,Em Atividade
UESB,ENGENHARIA FLORESTAL,Bacharelado,Presencial,-,-,3,Em Atividade
UESB,ENGENHARIA DE ALIMENTOS,Bacharelado,Presencial,-,4,5,Em Atividade
UESB,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,-,-,3,Em Atividade
UESB,ENFERMAGEM,Bacharelado,Presencial,-,4,5,Em Atividade
UESB,EDUCAÇÃO FÍSICA - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,1,Em Atividade
UESB,DIREITO,Bacharelado,Presencial,-,2,2,Em Atividade
UESB,DANÇA,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS SOCIAIS - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,4,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,3,3,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,4,4,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Em Extinção
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,4,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,2,2,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,2,4,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,3,3,Em Atividade
UESB,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,4,4,Em Atividade
UESB,CIÊNCIA ECONÔMICA,Bacharelado,Presencial,-,3,2,Em Atividade
UESB,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,3,2,Em Atividade
UESB,CINEMA E AUDIOVISUAL,Bacharelado,Presencial,-,-,-,Em Atividade
UESB,AGRONOMIA,Bacharelado,Presencial,-,2,2,Em Atividade
UESB,ADMINISTRAÇÃO,Bacharelado,Presencial,-,4,4,Em Atividade
UESC,QUÍMICA,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,QUÍMICA,Licenciatura,Presencial,-,2,1,Em Atividade
UESC,PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTE,Licenciatura,Presencial,-,-,-,Extinto
UESC,PEDAGOGIA - EDUCAÇÃO INFANTIL E ANOS INICIAIS DO ENSINO FUNDAMENTAL,Licenciatura,Presencial,-,4,4,Em Atividade
UESC,PEDAGOGIA,Licenciatura,A Distância,-,-,-,Em Atividade
UESC,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,MEDICINA VETERINÁRIA,Bacharelado,Presencial,-,4,4,Em Atividade
UESC,MEDICINA,Bacharelado,Presencial,-,4,3,Em Atividade
UESC,MATEMÁTICA,Bacharelado,Presencial,-,3,2,Em Atividade
UESC,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,MATEMÁTICA,Licenciatura,Presencial,-,4,4,Em Atividade
UESC,LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,A Distância,-,-,-,Em Atividade
UESC,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,LETRAS - INGLÊS,Licenciatura,Presencial,-,3,3,Em Extinção
UESC,LETRAS - FRANCÊS,Licenciatura,Presencial,-,-,-,Extinto
UESC,LETRAS - ESPANHOL,Licenciatura,Presencial,-,3,3,Em Extinção
UESC,LETRAS - ESPANHOL,Licenciatura,Presencial,-,-,-,Extinto
UESC,LETRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,HISTÓRIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESC,GEOGRAFIA,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,GEOGRAFIA,Licenciatura,Presencial,-,3,4,Em Atividade
UESC,FÍSICA,Bacharelado,Presencial,-,3,3,Em Atividade
UESC,FÍSICA,Licenciatura,A Distância,-,-,-,Em Atividade
UESC,FÍSICA,Licenciatura,Presencial,-,4,3,Em Atividade
UESC,FÍSICA,Licenciatura,Presencial,-,-,-,Extinto
UESC,FORMAÇÃO DE PROFESSOR DE EDUCAÇÃO INFANTIL E SÉRIES INICIAIS DO ENSINO FUNDAMENTAL,Licenciatura,Presencial,-,-,-,Extinto
UESC,FILOSOFIA,Licenciatura,Presencial,-,3,3,Em Atividade
UESC,ENGENHARIA QUÍMICA,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,3,Em Atividade
UESC,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UESC,ENFERMAGEM,Bacharelado,Presencial,-,4,4,Em Atividade
UESC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,4,4,Em Atividade
UESC,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,-,Extinto
UESC,DIREITO,Bacharelado,Presencial,-,3,3,Em Atividade
UESC,COMUNICAÇÃO SOCIAL - RADIO E TELEVISÃO,Bacharelado,Presencial,-,SC,3,Em Atividade
UESC,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
UESC,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,-,-,-,Em Atividade
UESC,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,3,2,Em Atividade
UESC,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,4,Em Atividade
UESC,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,4,4,Em Atividade
UESC,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Extinto
UESC,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,4,4,Em Atividade
UESC,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,4,3,Em Atividade
UESC,BIOMEDICINA,Bacharelado,Presencial,-,4,4,Em Atividade
UESC,BIOLOGIA,Licenciatura,A Distância,-,-,-,Em Atividade
UESC,AGRONOMIA,Bacharelado,Presencial,-,2,2,Em Atividade
UESC,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UESC,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UESPI,ZOOTECNIA,Bacharelado,Presencial,-,-,-,Em Atividade
UESPI,ZOOTECNIA,Bacharelado,Presencial,-,1,2,Em Atividade
UESPI,TURISMO,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,TECNOLOGIA RADIOLÓGICA APLICADA NA ÁREA DE SAÚDE,Sequencial,Presencial,-,-,-,Extinto
UESPI,SOCIOLOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,SEGURANÇA PÚBLICA,Bacharelado,Presencial,-,-,-,Extinto
UESPI,SEGURANÇA PÚBLICA,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,SAÚDE PÚBLICA,Sequencial,Presencial,-,-,-,Extinto
UESPI,REDES DE COMPUTADORES,Sequencial,Presencial,-,-,-,Extinto
UESPI,QUÍMICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,QUÍMICA,Licenciatura,Presencial,-,SC,2,Em Atividade
UESPI,QUÍMICA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,PSICOPEDAGOGIA APLICADA À EDUCAÇÃO,Sequencial,Presencial,-,-,-,Extinto
UESPI,PSICOLOGIA APLICADA À SAÚDE MENTAL,Sequencial,Presencial,-,-,-,Extinto
UESPI,PSICOLOGIA,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,PSICOLOGIA,Bacharelado,Presencial,-,SC,4,Em Extinção
UESPI,PSICOLOGIA,Bacharelado,Presencial,-,-,-,Extinto
UESPI,PERÍCIA CRIMINAL,Sequencial,Presencial,-,-,-,Extinto
UESPI,PEDAGOGIA,Licenciatura,A Distância,-,-,-,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,3,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,2,3,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,3,4,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,SC,SC,Em Atividade
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,1,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,2,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,3,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,SC,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,1,1,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,2,2,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,2,3,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,3,4,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,SC,2,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,SC,3,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,SC,4,Em Extinção
UESPI,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,ODONTOLOGIA,Bacharelado,Presencial,-,3,3,Em Atividade
UESPI,NORMAL SUPERIOR,Licenciatura,Presencial,-,-,-,Extinto
UESPI,MEDICINA,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,3,3,Em Atividade
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,-,2,Em Extinção
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,-,SC,Em Extinção
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,SC,3,Em Extinção
UESPI,MATEMÁTICA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,MARKETING EMPRESARIAL,Sequencial,Presencial,-,-,-,Extinto
UESPI,LETRAS - PORTUGUÊS,Licenciatura,A Distância,-,-,-,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,2,2,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,2,3,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,3,3,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,3,4,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,SC,3,Em Atividade
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,-,2,Em Extinção
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,-,SC,Em Extinção
UESPI,LETRAS - PORTUGUÊS,Licenciatura,Presencial,-,-,-,Extinto
UESPI,LETRAS - LÍNGUA PORTUGUESA E LIBRAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,4,Em Atividade
UESPI,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,LETRAS - INGLÊS,Licenciatura,A Distância,-,-,-,Em Atividade
UESPI,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,LETRAS - INGLÊS,Licenciatura,Presencial,-,2,2,Em Atividade
UESPI,LETRAS - INGLÊS,Licenciatura,Presencial,-,3,4,Em Atividade
UESPI,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Extinto
UESPI,LETRAS - ESPANHOL,Licenciatura,A Distância,-,-,-,Em Atividade
UESPI,LETRAS - ESPANHOL,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,LETRAS - ESPANHOL,Licenciatura,Presencial,-,3,4,Em Atividade
UESPI,LETRAS - ESPANHOL,Licenciatura,Presencial,-,-,-,Extinto
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,3,Em Atividade
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,4,Em Atividade
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,5,Em Atividade
UESPI,HISTÓRIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,HISTÓRIA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,GEOGRAFIA DO TURISMO,Sequencial,Presencial,-,-,-,Extinto
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,-,5,Em Atividade
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,4,4,Em Atividade
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,4,5,Em Atividade
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,FÍSICA,Licenciatura,Presencial,-,3,2,Em Atividade
UESPI,FÍSICA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,FORMAÇÃO DE OFICIAIS,Bacharelado,Presencial,-,-,-,Extinto
UESPI,FISIOTERAPIA,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,FILOSOFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,2,3,Em Atividade
UESPI,ENGENHARIA CIVIL,Bacharelado,Presencial,-,2,3,Em Atividade
UESPI,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,-,2,2,Em Atividade
UESPI,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,-,3,3,Em Atividade
UESPI,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,-,SC,3,Em Atividade
UESPI,ENGENHARIA AGRONÔMICA,Bacharelado,Presencial,-,-,-,Extinto
UESPI,ENFERMAGEM,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,ENFERMAGEM,Bacharelado,Presencial,-,SC,SC,Em Atividade
UESPI,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,SC,Em Atividade
UESPI,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,3,3,Em Atividade
UESPI,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,-,Extinto
UESPI,EDUCAÇÃO FÍSICA,Sequencial,Presencial,-,-,-,Extinto
UESPI,DIREITO DO TRABALHO E SEGURIDADE SOCIAL,Sequencial,Presencial,-,-,-,Extinto
UESPI,DIREITO,Bacharelado,Presencial,-,3,4,Em Atividade
UESPI,DIREITO,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,DIREITO,Bacharelado,Presencial,-,SC,-,Em Atividade
UESPI,DIREITO,Bacharelado,Presencial,-,SC,4,Em Atividade
UESPI,DIREITO,Bacharelado,Presencial,-,SC,5,Em Atividade
UESPI,DIREITO,Bacharelado,Presencial,-,-,-,Em Extinção
UESPI,DIREITO,Bacharelado,Presencial,-,-,-,Extinto
UESPI,DIREITO,Sequencial,Presencial,-,-,-,Extinto
UESPI,CONTABILIDADE PÚBLICA,Sequencial,Presencial,-,-,-,Extinto
UESPI,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,4,5,Em Atividade
UESPI,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,SC,3,Em Atividade
UESPI,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
UESPI,COMPUTAÇÃO E INFORMÁTICA,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,COMPUTAÇÃO,Bacharelado,Presencial,-,SC,2,Em Atividade
UESPI,COMPUTAÇÃO,Licenciatura,Presencial,-,-,1,Em Extinção
UESPI,COMPUTAÇÃO,Licenciatura,Presencial,-,-,SC,Em Extinção
UESPI,COMPUTAÇÃO,Licenciatura,Presencial,-,-,-,Extinto
UESPI,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,4,Em Atividade
UESPI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,SC,2,Em Atividade
UESPI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,SC,3,Em Atividade
UESPI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Extinto
UESPI,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,A Distância,-,-,-,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,2,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,3,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,3,3,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,4,4,Em Atividade
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Em Extinção
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,3,Em Extinção
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,2,3,Em Extinção
UESPI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Extinto
UESPI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
UESPI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,2,3,Em Atividade
UESPI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UESPI,CIÊNCIA DA COMPUTAÇÃO,Licenciatura,Presencial,-,3,4,Em Extinção
UESPI,CIÊNCIA DA COMPUTAÇÃO,Licenciatura,Presencial,-,-,-,Extinto
UESPI,CARCINICULTURA,Sequencial,Presencial,-,-,-,Extinto
UESPI,CAJUCULTURA,Sequencial,Presencial,-,-,-,Extinto
UESPI,BIBLIOTECONOMIA,Bacharelado,Presencial,-,3,3,Em Atividade
UESPI,ATIVIDADES FÍSICAS E SAÚDE,Sequencial,Presencial,-,-,-,Extinto
UESPI,ADMINISTRAÇÃO PÚBLICA,Bacharelado,A Distância,-,-,-,Em Atividade
UESPI,ADMINISTRAÇÃO PÚBLICA,Bacharelado,Presencial,-,-,-,Extinto
UESPI,ADMINISTRAÇÃO EM FARMÁCIA,Sequencial,Presencial,-,-,-,Extinto
UESPI,ADMINISTRAÇÃO DE PESSOAL,Sequencial,Presencial,-,-,-,Extinto
UESPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UESPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,SC,-,Em Atividade
UESPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,SC,3,Em Atividade
UESPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,SC,2,Em Extinção
UESPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UESRF,TURISMO,Bacharelado,Presencial,-,-,-,Em Extinção
UESRF,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Extinção
UESRF,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Em Extinção
UESRF,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Extinção
UESSBA,PEDAGOGIA,Licenciatura,Presencial,-,-,4,Em Atividade
UESSBA,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UESSBA,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Em Atividade
UESSBA,ADMINISTRAÇÃO,Bacharelado,Presencial,-,SC,3,Em Atividade
UESSBA,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UEZO,PRODUÇÃO DE FÁRMACOS,Tecnológico,Presencial,-,-,-,Em Atividade
UEZO,PROCESSOS METALÚRGICOS,Tecnológico,Presencial,-,-,-,Em Atividade
UEZO,PROCESSOS METALÚRGICOS,Tecnológico,Presencial,-,-,-,Extinto
UEZO,POLÍMEROS,Tecnológico,Presencial,-,-,-,Em Atividade
UEZO,FARMÁCIA,Bacharelado,Presencial,-,-,-,Em Atividade
UEZO,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,3,Em Atividade
UEZO,CONSTRUÇÃO NAVAL,Tecnológico,Presencial,-,-,-,Em Atividade
UEZO,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,4,Em Atividade
UEZO,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,3,Em Atividade
UEZO,BIOTECNOLOGIA,Tecnológico,Presencial,-,-,-,Em Atividade
UEZO,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,-,3,3,Em Atividade
UFABC,RELAÇÕES INTERNACIONAIS,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,QUÍMICA,Bacharelado,Presencial,-,-,5,Em Atividade
UFABC,QUÍMICA,Licenciatura,Presencial,-,-,5,Em Atividade
UFABC,POLÍTICAS PÚBLICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UFABC,POLÍTICAS PÚBLICAS,Bacharelado,Presencial,4,-,-,Em Atividade
UFABC,PLANEJAMENTO TERRITORIAL,Bacharelado,Presencial,-,-,-,Em Atividade
